,longitude,latitude,depth,county,prefmag,geo_region,well_distance,rup_area,radius,wells_qty
4359,-98.43267,36.53124,4.663,ALFALFA,2.8,9,3.260527066,0.11,0.86,0
4360,-97.71394,34.50476,5,STEPHENS,2.6,7,1.464659244,0.08,0.71,0
4361,-97.55715,36.7539,7.941,GRANT,2.3,7,4.768152145,0.04,0.63,0
4362,-98.42544,36.52065,3.413,ALFALFA,2.1,9,3.251579558,0.03,0.33,0
4363,-96.9997,36.09458,5,PAYNE,2,3,1.758019614,0.02,0.35,0
4364,-97.36598,36.25581,2.956,NOBLE,2.6,7,2.168980486,0.08,0.54,1
4365,-97.77759,36.58717,5,GARFIELD,3,7,1.449811943,0.17,1.12,0
4366,-97.78497,36.85165,5,GRANT,2.8,9,3.385721814,0.11,0.89,0
4367,-97.38953,35.88897,3.509,LOGAN,2.4,7,8.415859236,0.05,0.47,0
4368,-97.39082,35.89044,4.587,LOGAN,2.5,7,8.295334014,0.06,0.6,0
4369,-97.25199,36.04091,5,PAYNE,2.1,7,0.73788972,0.03,0.4,1
4370,-97.94332,36.88864,5,GRANT,2.1,7,3.006420214,0.03,0.4,0
4371,-97.72002,34.52003,5,STEPHENS,2.8,7,1.18946626,0.11,0.89,0
4372,-97.39346,35.88792,5,LOGAN,1.9,7,8.637417377,0.02,0.32,0
4373,-97.44257,35.8186,5,LOGAN,2,7,1.580396421,0.02,0.35,0
4374,-97.98151,36.63184,3.613,GRANT,2.8,7,0.580492789,0.11,0.76,2
4375,-97.03288,35.4607,6.261,POTTAWATOMIE,3.2,7,8.269706724,0.26,1.58,0
4376,-97.79063,36.84597,5,GRANT,2.2,9,3.522617239,0.03,0.45,0
4377,-97.78062,36.58647,5,GARFIELD,3,7,1.306363803,0.17,1.12,0
4378,-97.50103,36.10264,5,LOGAN,1.9,7,0.22627076,0.02,0.32,6
4379,-97.55688,36.75224,7.574,GRANT,2.5,7,4.708496696,0.06,0.78,0
4380,-97.78315,36.58465,5.738,GARFIELD,2.6,7,1.343218093,0.08,0.76,0
4381,-97.56255,36.75326,7.143,GRANT,2.1,7,5.069118394,0.03,0.48,0
4382,-98.03263,36.71286,5.58,GRANT,2.3,9,7.204366752,0.04,0.53,0
4383,-97.55404,36.75415,8.577,GRANT,2.3,7,4.503908466,0.04,0.66,0
4384,-97.84674,36.91297,5,GRANT,2,9,3.977509791,0.02,0.35,0
4385,-97.78074,36.58401,5.487,GARFIELD,2.1,7,1.516350927,0.03,0.42,0
4386,-97.55578,36.75117,5,GRANT,2.8,7,4.59197261,0.11,0.89,0
4387,-97.0969,36.02202,5,PAYNE,2,7,1.186229389,0.02,0.35,0
4388,-97.77789,36.59013,5,GARFIELD,2.3,7,1.247600095,0.04,0.5,0
4389,-97.53758,36.20826,5.456,GARFIELD,2.2,7,3.447180986,0.03,0.47,0
4390,-97.0955,36.01868,2.461,PAYNE,2.8,7,1.34212083,0.11,0.62,0
4391,-97.39507,36.16518,5.321,NOBLE,2,7,1.039668024,0.02,0.37,1
4392,-98.01846,36.74383,5,GRANT,1.9,9,3.594136643,0.02,0.32,0
4393,-97.09103,36.01744,4.902,PAYNE,2.4,7,1.25426075,0.05,0.56,0
4394,-95.84273,36.22414,0.85,TULSA,1.9,3,2.147902313,0.02,0.13,0
4395,-97.43684,35.80507,5.303,LOGAN,2.3,7,0.927619269,0.04,0.52,1
4396,-97.5084,36.12143,5,LOGAN,2.1,7,2.299933762,0.03,0.4,0
4397,-98.21675,36.67543,5,ALFALFA,2.2,9,3.101606521,0.03,0.45,0
4398,-98.29882,36.88556,6.322,ALFALFA,2.4,9,2.000812556,0.05,0.63,0
4399,-98.20769,36.92295,5,ALFALFA,2.3,9,2.709468186,0.04,0.5,0
4400,-97.89958,36.86058,4.14,GRANT,2.3,7,3.516593427,0.04,0.46,0
4401,-97.7008,36.62073,4.789,GRANT,2.1,7,1.397202652,0.03,0.39,0
4402,-98.14815,36.40731,6.597,MAJOR,2,7,1.681810615,0.02,0.41,0
4403,-97.57572,36.07104,5,LOGAN,2.3,7,0.789163475,0.04,0.5,0
4404,-97.21629,35.83159,3.257,LOGAN,2.1,9,2.598352803,0.03,0.32,0
4405,-99.03088,36.51654,5,WOODWARD,2.1,7,3.147285176,0.03,0.4,0
4406,-97.39429,35.59943,5,OKLAHOMA,1.6,7,7.308230586,0.01,0.22,0
4407,-97.10709,36.34821,5,NOBLE,2.3,7,4.991354493,0.04,0.5,0
4408,-97.5562,36.75191,6.382,GRANT,2.2,7,4.642379811,0.03,0.5,0
4409,-97.56036,36.75181,19.314,GRANT,2.3,7,5.006590576,0.04,0.98,0
4410,-97.38464,35.73503,5,LOGAN,2.3,7,8.813745979,0.04,0.5,0
4411,-97.43378,35.82001,4.579,LOGAN,2,7,1.636887591,0.02,0.34,1
4412,-96.8434,36.07657,6.314,PAYNE,2.3,3,1.120986671,0.04,0.56,0
4413,-97.45113,34.07085,13.209,LOVE,2.4,7,5.19058767,0.05,0.91,0
4414,-99.00407,36.50493,5,WOODWARD,2.3,7,2.959890477,0.04,0.5,0
4415,-97.05934,36.44852,6.158,NOBLE,2.8,7,6.526593194,0.11,0.99,0
4416,-98.22339,36.92436,4.299,ALFALFA,2.5,9,1.355654668,0.06,0.58,0
4417,-97.36894,36.37705,5,NOBLE,2.2,7,1.477959227,0.03,0.45,0
4418,-98.16042,36.70995,4.103,ALFALFA,2.5,9,0.439973358,0.06,0.57,1
4419,-97.09182,36.35238,5,NOBLE,2.2,7,4.576257965,0.03,0.45,0
4420,-98.15626,36.71083,4.865,ALFALFA,2.5,9,0.598178758,0.06,0.62,1
4421,-98.03864,36.71758,7.681,GRANT,2.4,9,6.860458191,0.05,0.7,0
4422,-97.74516,36.84332,3.563,GRANT,2.3,9,0.892540379,0.04,0.42,0
4423,-97.54179,36.51458,4.832,GARFIELD,2.7,9,7.179409626,0.09,0.78,0
4424,-97.44167,34.06472,13.511,LOVE,2.6,7,4.123761217,0.08,1.16,0
4425,-97.55885,36.75426,5,GRANT,2.3,7,4.924838421,0.04,0.5,0
4426,-97.47014,34.07312,12.271,CARTER,2.9,7,6.586156375,0.14,1.56,0
4427,-97.64904,36.74837,3.355,GRANT,2.5,9,5.937288744,0.06,0.52,0
4428,-98.14554,36.70761,5,ALFALFA,2.8,9,1.248653701,0.11,0.89,0
4429,-97.66933,36.76192,12.649,GRANT,2.4,7,4.882613854,0.05,0.89,0
4430,-97.44346,35.79681,5.45,LOGAN,2.5,7,1.855490949,0.06,0.66,0
4431,-97.56269,36.75607,4.347,GRANT,2.8,7,4.808430609,0.11,0.83,0
4432,-97.81473,36.60655,5.876,GRANT,3.2,9,2.266298079,0.26,1.53,0
4433,-96.4549,35.04563,5,HUGHES,2,3,2.889137387,0.02,0.35,0
4434,-98.25998,36.82778,3.867,ALFALFA,2,9,2.169592564,0.02,0.31,0
4435,-97.52625,36.32961,8.131,GARFIELD,2.8,7,3.209357754,0.11,1.14,0
4436,-98.29382,36.69998,5.194,ALFALFA,2.6,9,2.525415767,0.08,0.72,0
4437,-98.21253,36.91438,4.323,ALFALFA,2.3,9,1.691570147,0.04,0.47,0
4438,-97.35101,35.95464,5.773,LOGAN,2.4,7,1.229872257,0.05,0.6,0
4439,-97.81968,36.60072,5.604,GRANT,2.1,7,1.537684495,0.03,0.42,0
4440,-97.2813,35.89397,6.01,LOGAN,2.3,7,7.912623614,0.04,0.55,0
4441,-97.43521,36.57878,6.582,NOBLE,2.4,7,4.142766696,0.05,0.64,0
4442,-96.84719,36.17171,5.979,PAYNE,2.1,3,1.499724307,0.03,0.43,0
4443,-97.43504,35.79999,5,LOGAN,2.1,7,1.041943842,0.03,0.4,1
4444,-96.84685,36.1734,5.264,PAYNE,3,3,1.608082178,0.17,1.15,0
4445,-96.84934,36.17004,6.195,PAYNE,2.4,3,1.253944874,0.05,0.63,0
4446,-97.29781,36.39326,6.373,NOBLE,3,7,1.057192845,0.17,1.27,0
4447,-97.53096,36.32689,9.563,GARFIELD,2.1,7,2.912170836,0.03,0.55,0
4448,-97.98045,36.67408,5.705,GRANT,2,9,4.173772737,0.02,0.38,0
4449,-97.29291,36.39675,7.188,NOBLE,2.4,7,1.391230054,0.05,0.67,0
4450,-97.16875,36.30901,7.984,NOBLE,2.3,7,2.884528532,0.04,0.63,0
4451,-96.84145,36.17425,5.938,PAYNE,2.4,3,2.085428796,0.05,0.61,0
4452,-97.55554,36.75542,6.222,GRANT,2.5,7,4.619529785,0.06,0.7,0
4453,-97.55524,36.75578,3.724,GRANT,1.8,7,4.575202713,0.01,0.24,0
4454,-96.84927,36.17253,5,PAYNE,1.9,3,1.370798812,0.02,0.32,0
4455,-97.51717,34.58751,5.486,GARVIN,2.5,7,0.736927927,0.06,0.66,0
4456,-97.28189,36.12492,4.688,PAYNE,2,7,3.524909562,0.02,0.34,0
4457,-98.30473,36.70905,3.998,ALFALFA,2.1,9,1.268594417,0.03,0.36,0
4458,-97.52656,36.32981,8.2,GARFIELD,3.3,7,3.176626909,0.33,2.03,0
4459,-97.74693,36.84455,3.437,GRANT,2.2,9,0.921106575,0.03,0.37,0
4460,-98.04131,36.71353,4.733,GRANT,3,9,7.149942721,0.17,1.09,0
4461,-97.52261,36.33175,7.939,GARFIELD,2.1,9,3.47427027,0.03,0.5,0
4462,-97.74516,36.84502,5,GRANT,2,7,1.045140282,0.02,0.35,0
4463,-97.52887,36.32582,5,GARFIELD,2.5,7,3.131798978,0.06,0.63,0
4464,-96.77115,35.93666,4.3,LINCOLN,2.3,3,1.718543353,0.04,0.46,0
4465,-98.29787,36.86097,4.063,ALFALFA,2,9,0.772811191,0.02,0.32,2
4466,-97.56036,36.75612,4.928,GRANT,2.1,7,4.931739997,0.03,0.39,0
4467,-97.87311,36.84499,5,GRANT,2.1,7,3.54865441,0.03,0.4,0
4468,-96.82684,35.81533,4.755,LINCOLN,2.3,3,3.266586139,0.04,0.49,0
4469,-97.26189,36.27605,7.026,NOBLE,3.1,7,1.653075574,0.21,1.49,0
4470,-98.03048,36.85444,4.865,GRANT,2.7,9,6.529832847,0.09,0.78,0
4471,-97.55594,36.75159,3.76,GRANT,2.6,7,4.613536563,0.08,0.61,0
4472,-97.55695,36.75691,6.409,GRANT,2,7,4.638219495,0.02,0.4,0
4473,-97.52059,36.33061,5,GARFIELD,3.1,9,3.676439241,0.21,1.26,0
4475,-97.09298,36.02415,4.74,PAYNE,3.1,7,0.761052029,0.21,1.22,0
4476,-97.56331,36.75434,4.627,GRANT,2.7,7,4.931753815,0.09,0.76,0
4477,-97.5666,36.75696,4.244,GRANT,2.6,7,4.525031314,0.08,0.65,0
4478,-98.04022,36.7095,4.851,GRANT,2.5,9,7.59684105,0.06,0.62,0
4479,-97.56463,36.75553,4.109,GRANT,3.5,7,4.755732014,0.5,1.81,0
4480,-97.48737,36.09685,5,LOGAN,2.5,7,1.176547029,0.06,0.63,0
4481,-97.56863,36.75687,3.858,GRANT,2.8,7,4.434408226,0.11,0.78,0
4482,-97.4323,35.80011,4.758,LOGAN,2.8,7,0.869316075,0.11,0.87,1
4483,-97.87683,36.84203,4.801,GRANT,2.4,7,4.015947423,0.05,0.55,0
4484,-97.95438,36.95298,3.71,GRANT,2.1,9,1.350788359,0.03,0.34,0
4485,-97.88395,36.83509,3.862,GRANT,2.2,7,5.012438382,0.03,0.39,0
4486,-97.0973,36.02097,4.042,PAYNE,2.5,7,1.283324378,0.06,0.57,0
4487,-97.87488,36.84076,4.251,GRANT,2.5,7,4.001420711,0.06,0.58,0
4488,-97.53587,36.32457,5,GARFIELD,2.3,9,2.644337312,0.04,0.5,0
4489,-97.56583,36.75882,0.496,GRANT,2.4,7,4.395641717,0.05,0.18,0
4490,-98.05165,36.70475,4.486,GRANT,2.1,9,6.907793022,0.03,0.38,0
4491,-97.46259,36.12972,9.322,LOGAN,2.7,7,1.887711223,0.09,1.08,0
4492,-97.56245,36.75095,3.819,GRANT,2.4,7,5.177201425,0.05,0.49,0
4493,-97.874,36.83829,4.478,GRANT,2.5,7,4.163352919,0.06,0.6,0
4494,-97.96545,36.49625,5,GARFIELD,2.2,9,2.984524472,0.03,0.45,0
4495,-97.09358,36.02282,5.03,PAYNE,2.3,7,0.892779827,0.04,0.5,0
4496,-98.03629,36.7537,4.836,GRANT,2.4,9,4.070273349,0.05,0.55,0
4497,-97.55842,36.75625,4.881,GRANT,2.2,7,4.788460181,0.03,0.44,0
4498,-97.25584,35.90046,5.423,LOGAN,2,7,5.507021795,0.02,0.37,0
4499,-97.36295,36.06219,6.262,LOGAN,2.2,7,2.827182716,0.03,0.5,0
4500,-97.5648,36.75589,5.173,GRANT,3.5,7,4.714187453,0.5,2.03,0
4501,-97.48018,36.13668,5.946,LOGAN,2.7,7,2.785269296,0.09,0.87,0
4502,-97.78746,36.85347,5,GRANT,2.2,9,3.225531268,0.03,0.45,0
4503,-97.23372,35.93611,5,LOGAN,2.2,9,4.170181006,0.03,0.45,0
4504,-96.99501,36.28754,5,NOBLE,2,3,6.043211931,0.02,0.35,0
4505,-97.97466,36.92864,5,GRANT,2.3,7,1.905488301,0.04,0.5,0
4506,-97.00578,36.40563,5,PAWNEE,2.6,3,3.660469693,0.08,0.71,0
4507,-97.56055,36.76505,6.813,GRANT,3,7,4.19216067,0.17,1.31,0
4508,-98.2775,36.59046,4.341,ALFALFA,2.1,7,1.241249691,0.03,0.37,0
4509,-97.63352,36.29299,5,GARFIELD,2.6,7,1.636890626,0.08,0.71,0
4510,-98.01092,36.76771,5.621,GRANT,2.4,9,1.422689386,0.05,0.6,0
4511,-98.06797,36.37319,5.788,GARFIELD,2.1,9,2.032871768,0.03,0.43,0
4512,-97.70654,36.81647,4.366,GRANT,2.3,7,4.320121652,0.04,0.47,0
4513,-97.71823,36.67537,5.08,GRANT,2.3,9,4.157873234,0.04,0.5,0
4514,-97.55593,36.75706,5,GRANT,1.9,7,4.551606228,0.02,0.32,0
4515,-96.85259,36.17559,5.928,PAYNE,2.6,3,1.34969803,0.08,0.77,0
4516,-97.88285,36.83463,3.598,GRANT,2.8,7,4.983365196,0.11,0.76,0
4517,-97.98349,36.83565,4.275,GRANT,2.9,9,5.584918103,0.14,0.92,0
4518,-97.35426,36.05936,4.982,LOGAN,2.2,7,3.26274209,0.03,0.45,0
4519,-97.48853,36.25845,7.922,GARFIELD,2.3,7,2.594965233,0.04,0.63,0
4520,-97.44334,35.82321,4.417,LOGAN,2,9,1.444666381,0.02,0.33,0
4521,-97.35818,36.06219,5,LOGAN,2.2,7,2.875059388,0.03,0.45,0
4522,-97.33165,36.41534,5,NOBLE,2.2,7,1.99491549,0.03,0.45,0
4523,-97.56239,36.76162,4.497,GRANT,2.7,7,4.348367133,0.09,0.75,0
4524,-97.60165,36.64849,5.37,GRANT,3.1,9,4.111548763,0.21,1.3,0
4525,-97.5603,36.75735,5,GRANT,2.2,7,4.829372913,0.03,0.45,0
4526,-97.56027,36.75767,3.901,GRANT,2.8,7,4.803853332,0.11,0.79,0
4527,-97.57019,36.75775,5,GRANT,2.4,7,4.277942705,0.05,0.56,0
4528,-97.4334,35.79663,5.177,LOGAN,2.7,7,1.250735941,0.09,0.81,1
4529,-98.16122,36.67667,3.939,ALFALFA,2.2,7,3.278263679,0.03,0.4,0
4530,-98.03786,36.70769,6.099,GRANT,2,9,7.869241443,0.02,0.39,0
4531,-97.1244,35.74446,5,LINCOLN,2.5,9,2.635484833,0.06,0.63,0
4532,-98.21948,36.67202,4.207,ALFALFA,2.1,9,2.720559511,0.03,0.36,0
4533,-97.4361,35.79551,5,LOGAN,2.2,7,1.485552877,0.03,0.45,1
4535,-96.5396,35.3507,2.765,SEMINOLE,2.7,3,2.948196497,0.09,0.59,0
4536,-97.49438,36.25565,8.567,GARFIELD,2.4,7,2.95219851,0.05,0.74,0
4537,-97.43165,35.79984,4.826,LOGAN,2.1,7,0.862199131,0.03,0.39,1
4538,-97.5662,36.76014,4.151,GRANT,2.4,7,4.258227515,0.05,0.51,0
4539,-98.2841,36.88277,5.409,ALFALFA,2.3,9,1.977387882,0.04,0.52,0
4540,-97.69678,36.60262,5,GRANT,2.7,7,2.761912493,0.09,0.79,0
4541,-98.00283,36.74405,6.501,GRANT,2.3,9,2.9923845,0.04,0.57,0
4542,-96.45527,35.37861,5,SEMINOLE,2,9,0.321670973,0.02,0.35,7
4543,-97.56778,36.75517,4.137,GRANT,1.9,7,4.63512161,0.02,0.29,0
4544,-97.28146,36.46431,5,NOBLE,2.5,9,3.43036935,0.06,0.63,0
4545,-97.56236,36.75388,4.035,GRANT,2.3,7,5.022506076,0.04,0.45,0
4546,-97.70433,36.61726,4.863,GRANT,2.8,7,1.189616298,0.11,0.88,0
4547,-97.45031,36.36304,7.957,NOBLE,2.3,9,1.191733335,0.04,0.63,0
4548,-97.5616,36.75315,5,GRANT,3.2,7,5.128036209,0.26,1.41,0
4549,-98.03454,36.70935,5.221,GRANT,2.2,9,7.629694263,0.03,0.46,0
4550,-98.0303,36.71481,10.886,GRANT,1.8,9,6.916272308,0.01,0.42,0
4551,-97.47508,36.15021,5,LOGAN,2.4,7,1.876399493,0.05,0.56,0
4552,-98.34617,36.37096,5,MAJOR,2.4,9,2.257175493,0.05,0.56,0
4553,-98.16061,36.30893,5.768,MAJOR,1.6,9,4.161006833,0.01,0.24,0
4554,-98.04971,36.6984,7.101,GRANT,2.1,7,6.421301738,0.03,0.47,0
4555,-97.97165,36.70671,6.474,GRANT,2.2,9,3.661189773,0.03,0.51,0
4556,-97.5621,36.74284,0.207,GRANT,2.4,7,5.104608276,0.05,0.11,0
4557,-97.12563,35.74718,6.164,LINCOLN,2.8,9,2.814495774,0.11,0.99,0
4558,-97.12454,35.74628,5.472,LINCOLN,2.1,9,2.822954114,0.03,0.42,0
4559,-98.1053,36.85631,5.247,GRANT,2.1,9,3.480931769,0.03,0.41,0
4560,-97.09372,36.02131,5.65,PAYNE,1.9,7,1.016818986,0.02,0.34,0
4561,-97.55019,36.75221,3.738,GRANT,2.7,7,4.121861287,0.09,0.69,0
4562,-97.56922,36.76028,6.963,GRANT,2.5,7,4.088031463,0.06,0.74,0
4563,-96.90094,36.16529,5.856,PAYNE,3,3,0.811282497,0.17,1.21,0
4564,-97.08092,36.03099,4.081,PAYNE,2.2,7,0.565692696,0.03,0.4,2
4565,-97.70462,36.61953,4.888,GRANT,1.9,7,1.080851311,0.02,0.31,0
4566,-97.98396,36.70722,6.326,GRANT,2.3,9,4.760030156,0.04,0.56,0
4567,-97.28913,36.39471,7.82,NOBLE,2.7,7,1.754139639,0.09,0.99,0
4568,-97.09175,36.02392,4.74,PAYNE,2.2,7,0.687846347,0.03,0.43,0
4569,-97.57018,36.75625,4.621,GRANT,2.2,7,4.421970061,0.03,0.43,0
4570,-97.74415,36.84547,4.888,GRANT,2.7,7,1.137229136,0.09,0.78,0
4571,-97.70464,36.61829,4.648,GRANT,2,7,1.119573223,0.02,0.34,0
4572,-97.8767,36.84547,5.159,GRANT,3.3,7,3.743518378,0.33,1.61,0
4573,-97.87679,36.84774,4.874,GRANT,3,7,3.587129153,0.17,1.11,0
4574,-97.56934,36.75678,6.207,GRANT,2.5,7,4.409594476,0.06,0.7,0
4575,-97.8855,36.84419,4.438,GRANT,3.1,7,4.443866494,0.21,1.18,0
4576,-97.87742,36.84311,4.849,GRANT,3,7,3.968803918,0.17,1.1,0
4577,-98.29826,36.70459,5,ALFALFA,2.5,9,1.953026506,0.06,0.63,0
4578,-97.73882,36.64645,3.411,GRANT,1.8,9,1.624950693,0.01,0.23,0
4579,-98.00095,36.62106,3.057,GRANT,2.5,7,1.501732625,0.06,0.49,0
4581,-97.57221,36.75506,5.276,GRANT,2.5,7,4.451167294,0.06,0.65,0
4582,-97.56972,36.7597,5,GRANT,2.1,7,4.1168267,0.03,0.4,0
4583,-97.57084,36.75503,5.127,GRANT,2.6,7,4.511409722,0.08,0.72,0
4584,-98.12844,36.79385,5.463,ALFALFA,1.9,9,3.046807238,0.02,0.33,0
4585,-97.56893,36.75459,3.97,GRANT,2,7,4.637757853,0.02,0.32,0
4586,-97.09138,36.02385,4.651,PAYNE,3,7,0.668103996,0.17,1.08,1
4587,-97.3191,36.4082,5,NOBLE,2.6,7,0.649308435,0.08,0.71,1
4588,-98.00477,36.74335,5.433,GRANT,2,9,3.110905438,0.02,0.37,0
4589,-97.70655,36.61758,6.173,GRANT,2.2,7,0.996305756,0.03,0.5,0
4590,-98.04178,36.64973,4.599,GRANT,2.1,7,3.043030234,0.03,0.38,0
4591,-97.7202,36.61801,6.881,GRANT,1.9,7,0.542957261,0.02,0.37,2
4592,-97.36422,35.96304,5.172,LOGAN,1.9,7,0.286639774,0.02,0.32,2
4593,-96.78827,35.93424,3.841,LINCOLN,2.6,3,2.030522368,0.08,0.62,0
4594,-97.57366,36.75702,5,GRANT,2.5,7,4.19800105,0.06,0.63,0
4595,-97.57426,36.76834,5,GRANT,2,7,3.096621667,0.02,0.35,0
4596,-97.5573,36.75363,6.724,GRANT,2.4,7,4.774924211,0.05,0.65,0
4597,-97.56103,36.75494,6.709,GRANT,2.5,7,4.998120342,0.06,0.73,0
4598,-97.31936,36.40908,7.995,NOBLE,2.2,7,0.744858842,0.03,0.56,1
4599,-97.57373,36.75751,5.338,GRANT,2,7,4.146636103,0.02,0.37,0
4600,-97.11422,36.2119,5,PAYNE,2,7,6.098924587,0.02,0.35,0
4601,-97.0145,36.40318,4.461,PAWNEE,2.2,3,3.756827593,0.03,0.42,0
4602,-97.70985,36.61691,6.204,GRANT,3.4,7,0.798313626,0.4,1.98,1
4603,-97.12837,35.74466,5.679,LINCOLN,2.4,9,2.811027282,0.05,0.6,0
4604,-97.435,36.10754,4.712,LOGAN,2.4,7,2.445938225,0.05,0.55,0
4605,-97.81273,36.66936,5.742,GRANT,1.8,7,3.218140167,0.01,0.3,0
4606,-97.87302,36.70982,5.834,GRANT,1.9,9,5.104911846,0.02,0.34,0
4607,-97.56578,36.75787,6.087,GRANT,2,7,4.483791179,0.02,0.39,0
4608,-97.28756,36.51664,6.409,NOBLE,2.1,7,0.393242668,0.03,0.45,3
4609,-97.57162,36.7577,5.22,GRANT,2,7,4.217993555,0.02,0.36,0
4610,-97.81701,36.67225,6.199,GRANT,2.8,7,3.717676373,0.11,0.99,0
4611,-98.04747,36.64931,5,GRANT,2.6,7,3.091429175,0.08,0.71,0
4612,-97.32405,36.06491,4.743,PAYNE,3.4,7,4.398568287,0.4,1.73,0
4613,-97.32578,36.06628,5,PAYNE,1.8,7,4.183722331,0.01,0.28,0
4614,-97.09792,36.01899,3.17,PAYNE,2.1,7,1.467734995,0.03,0.32,0
4615,-96.9201,36.28074,5.774,PAWNEE,2.5,3,4.70796821,0.06,0.68,0
4616,-96.93076,36.27768,4.902,NOBLE,3.2,3,4.755334687,0.26,1.4,0
4617,-96.91772,36.28396,8.169,PAWNEE,2.5,3,4.474711631,0.06,0.81,0
4618,-97.70799,36.61605,5.036,GRANT,2.7,7,0.9860789,0.09,0.8,0
4619,-98.61951,36.4036,3.9,WOODS,2.1,9,2.242053102,0.03,0.35,0
4620,-97.87164,36.84579,5.053,GRANT,2.7,7,3.393568803,0.09,0.8,0
4621,-97.32413,36.06977,5,PAYNE,2.7,7,4.105857875,0.09,0.79,0
4622,-97.80744,36.67343,4.863,GRANT,2.6,7,3.213864056,0.08,0.7,0
4623,-97.32029,36.06848,5.309,PAYNE,2.6,7,4.477963829,0.08,0.73,0
4624,-97.84576,36.84833,5,GRANT,2.6,9,2.165393484,0.08,0.71,0
4625,-97.70795,36.61544,3.465,GRANT,2.8,7,1.034083787,0.11,0.74,0
4626,-97.31989,36.06656,3.319,PAYNE,2.8,7,4.614285334,0.11,0.73,0
4627,-97.85164,36.84918,5.507,GRANT,2.5,7,2.147103882,0.06,0.66,0
4628,-97.26852,35.48409,7.424,OKLAHOMA,2.5,7,3.450609088,0.06,0.77,0
4629,-96.95193,35.97984,5.759,PAYNE,2.5,3,3.791392505,0.06,0.68,0
4630,-97.23605,36.27957,2.806,NOBLE,3.3,7,1.482662096,0.33,1.19,0
4631,-97.23149,36.27656,3.929,NOBLE,2.9,7,1.546738834,0.14,0.89,0
4632,-98.67965,36.54069,4.802,WOODS,2.2,9,2.208984426,0.03,0.44,0
4633,-97.63397,36.79602,4.706,GRANT,2.9,9,0.736598825,0.14,0.97,1
4634,-97.56308,36.75484,5,GRANT,2.4,7,4.898227215,0.05,0.56,0
4635,-97.56203,36.75287,4.203,GRANT,2.9,7,5.131281093,0.14,0.92,0
4636,-97.56904,36.07836,5.48,LOGAN,1.9,7,1.455223225,0.02,0.33,0
4637,-96.97572,36.27629,5,NOBLE,2.6,3,5.759211469,0.08,0.71,0
4638,-97.10262,36.02998,5.279,PAYNE,2.2,7,1.519569633,0.03,0.46,0
4639,-97.63612,36.79611,5.316,GRANT,1.8,9,0.630486103,0.01,0.29,2
4640,-98.1469,36.63802,5,ALFALFA,2.6,7,3.389628701,0.08,0.71,0
4641,-97.03665,36.41886,5.842,NOBLE,2.8,3,4.026765354,0.11,0.96,0
4642,-98.12672,36.46404,6.786,ALFALFA,2.4,7,1.944282373,0.05,0.65,0
4643,-97.03701,36.42148,5,NOBLE,3,9,4.265940458,0.17,1.12,0
4644,-97.86526,36.80675,4.103,GRANT,2.4,7,6.948097358,0.05,0.51,0
4645,-97.29431,36.51296,5,NOBLE,1.9,7,1.055974307,0.02,0.32,1
4646,-97.29021,36.51402,4.59,NOBLE,2.1,7,0.670989924,0.03,0.38,2
4647,-98.25553,36.65437,4.741,ALFALFA,2.6,7,1.162773085,0.08,0.69,0
4648,-97.70242,36.61699,5.135,GRANT,2.7,7,1.357612756,0.09,0.8,0
4649,-97.64278,36.73451,4.379,GRANT,2,9,7.44298444,0.02,0.33,0
4650,-98.25697,36.65604,4.342,ALFALFA,2,7,1.113892408,0.02,0.33,0
4651,-97.60206,36.82169,5,GRANT,1.9,7,3.516596319,0.02,0.32,0
4652,-98.03974,36.70658,6.307,GRANT,1.8,9,7.684948217,0.01,0.32,0
4653,-97.5264,36.05794,6.175,LOGAN,2.7,9,3.395695054,0.09,0.88,0
4654,-97.81588,36.88757,5.103,GRANT,2,7,2.13972866,0.02,0.36,0
4656,-97.69263,36.78879,5.548,GRANT,2.6,7,3.661107416,0.08,0.74,0
4657,-96.97424,36.28094,5,NOBLE,3.4,3,5.255732347,0.4,1.78,0
4658,-96.97302,36.28112,5,NOBLE,2.6,3,5.177207626,0.08,0.71,0
4659,-97.4432,35.92212,5.646,LOGAN,2.6,9,3.740597929,0.08,0.75,0
4660,-97.7331,36.78912,5,GRANT,2,7,2.619322396,0.02,0.35,0
4661,-97.44463,35.92341,5.586,LOGAN,2.7,9,3.550743047,0.09,0.84,0
4662,-97.70675,36.8152,4.459,GRANT,2.4,7,4.315120856,0.05,0.53,0
4663,-96.69322,36.16428,3.297,PAWNEE,1.7,3,0.249321931,0.01,0.2,4
4664,-97.30733,33.96059,5,LOVE,1.2,9,2.809396116,0,0.14,0
4665,-98.13734,36.80202,4.224,ALFALFA,1.8,9,2.392754517,0.01,0.26,0
4666,-97.44068,35.9281,5.895,LOGAN,3.3,9,3.300687504,0.33,1.72,0
4667,-98.25621,36.58971,6.164,ALFALFA,3.1,7,2.508113456,0.21,1.4,0
4668,-97.81514,36.6729,6.335,GRANT,2.3,7,3.639901273,0.04,0.56,0
4669,-98.01172,36.63022,5.389,GRANT,2.8,7,2.520687092,0.11,0.92,0
4670,-97.04029,36.41833,4.772,NOBLE,2.5,9,3.810513275,0.06,0.62,0
4671,-97.41826,35.9441,5.312,LOGAN,2.7,9,3.069982376,0.09,0.82,0
4672,-97.31934,36.41077,2.117,NOBLE,2.8,7,0.911225991,0.11,0.58,1
