,longitude,latitude,depth,county,prefmag,geo_region,well_distance,rup_area,radius,wells_qty
1,-96.91487,36.17085,5,PAYNE,1.8,3,1.003373996,0.01,0.28,0
2,-96.90864,36.16644,5,PAYNE,1.9,9,0.395725515,0.02,0.32,2
3,-97.3374,35.56652,4.613,OKLAHOMA,1.4,9,2.032739769,0.01,0.17,0
4,-97.07871,36.0104,4.262,PAYNE,2,7,2.056523028,0.02,0.33,0
5,-97.07246,36.00521,6.202,PAYNE,1.4,7,2.687308605,0.01,0.2,0
6,-96.88671,36.11442,5,PAYNE,1.8,3,1.429686154,0.01,0.28,0
7,-98.58708,36.71914,5,WOODS,2.1,9,1.026714991,0.03,0.4,1
8,-97.65784,34.82946,9.963,GARVIN,1.7,9,0.905084095,0.01,0.35,0
9,-97.67295,36.64526,5,GRANT,2,9,4.676539798,0.02,0.35,0
10,-97.32875,35.49363,7.225,OKLAHOMA,1.6,9,2.400435917,0.01,0.27,0
11,-97.29896,35.88564,5,LOGAN,1.7,7,9.326814135,0.01,0.25,0
12,-97.07227,35.67473,5,LINCOLN,1.5,3,5.27627722,0.01,0.2,0
13,-97.11677,35.64442,5,LINCOLN,1.6,7,1.746151829,0.01,0.22,0
14,-97.23058,35.91726,5,LOGAN,1.8,7,3.066222915,0.01,0.28,0
15,-97.37335,36.06501,5,LOGAN,1.8,7,2.645674821,0.01,0.28,0
16,-97.39214,35.59049,7.508,OKLAHOMA,2.3,7,6.594829721,0.04,0.61,0
17,-97.72485,36.83272,14.339,GRANT,2.2,7,2.430406154,0.03,0.76,0
18,-97.68496,36.8084,5,GRANT,2,7,2.327128544,0.02,0.35,0
19,-97.31985,36.12298,5,PAYNE,3,7,2.576940932,0.17,1.12,0
20,-97.32234,36.12472,5,PAYNE,1.9,7,2.338636016,0.02,0.32,0
21,-96.48589,35.3586,5,SEMINOLE,2.6,9,1.424178341,0.08,0.71,0
22,-96.89536,36.12741,4.384,PAYNE,3.2,3,2.493684311,0.26,1.32,0
23,-97.31616,36.12429,11.169,PAYNE,2.3,7,2.895933292,0.04,0.75,0
24,-98.36073,36.79841,5,ALFALFA,2.9,9,3.334563508,0.14,1,0
25,-98.3004,36.70467,5,ALFALFA,2.6,9,1.771558175,0.08,0.71,0
26,-97.40806,35.57778,5,OKLAHOMA,2.2,7,4.605227375,0.03,0.45,0
27,-97.40996,35.58513,3.908,OKLAHOMA,2.1,7,5.225118089,0.03,0.35,0
28,-97.32227,36.12448,5,PAYNE,2.7,7,2.346177355,0.09,0.79,0
29,-97.23423,35.55686,5.104,OKLAHOMA,3,9,7.407394998,0.17,1.13,0
30,-97.06755,36.00915,5,PAYNE,2.1,7,2.194654026,0.03,0.4,0
31,-98.35758,36.83982,2.988,ALFALFA,3.5,9,0.347619043,0.5,1.54,3
32,-96.93543,35.80747,5,LINCOLN,3.2,3,2.362942202,0.26,1.41,0
34,-97.32156,36.12447,5,PAYNE,2.6,7,2.409989719,0.08,0.71,0
35,-97.38554,35.59391,5.257,OKLAHOMA,2.3,7,7.033489787,0.04,0.51,0
36,-98.28393,36.81386,5,ALFALFA,2.2,9,1.685025984,0.03,0.45,1
37,-97.40444,35.59781,3.014,OKLAHOMA,1.6,7,6.712236905,0.01,0.17,0
38,-98.07194,36.76745,5,GRANT,2.2,9,0.579383409,0.03,0.45,2
39,-98.28941,36.87288,5,ALFALFA,2.3,9,0.815312256,0.04,0.5,2
40,-97.39583,35.68161,4.514,OKLAHOMA,1.7,9,8.021425583,0.01,0.24,0
41,-97.31762,36.12712,8.366,PAYNE,2.1,7,2.766297734,0.03,0.51,0
42,-97.30145,35.88053,5,LOGAN,1.9,7,9.852980757,0.02,0.32,0
43,-98.29761,36.70066,5,ALFALFA,2,9,2.193111267,0.02,0.35,0
44,-96.93632,35.81294,4.356,LINCOLN,2.8,3,2.422488408,0.11,0.83,0
45,-97.94872,36.5418,5,GARFIELD,1.5,7,3.228213103,0.01,0.2,0
46,-96.92657,35.80588,5,LINCOLN,1.4,3,2.977382011,0.01,0.18,0
47,-97.05003,36.46228,5,NOBLE,2.1,3,7.359510208,0.03,0.4,0
48,-97.04825,36.4586,5,NOBLE,2.1,3,7.025991872,0.03,0.4,0
49,-97.40076,35.599,6.557,OKLAHOMA,2.3,7,6.979095128,0.04,0.57,0
50,-97.38667,35.597,5.841,OKLAHOMA,1.5,7,7.275235805,0.01,0.22,0
51,-97.28937,35.88206,5,LOGAN,2.1,7,9.040314836,0.03,0.4,0
52,-97.71115,36.91808,5,GRANT,1.8,7,3.998559135,0.01,0.28,0
53,-96.93443,35.81044,3.847,LINCOLN,2.4,3,2.506095418,0.05,0.49,0
54,-97.39783,35.59653,6.215,OKLAHOMA,1.8,7,6.866691216,0.01,0.31,0
55,-98.36929,36.81077,3.424,ALFALFA,2.3,9,3.285802977,0.04,0.41,0
56,-97.51166,35.74124,4.098,LOGAN,1.9,7,3.594940509,0.02,0.29,0
57,-97.51176,35.7302,5,LOGAN,2,7,3.512318311,0.02,0.35,0
58,-96.74809,35.53861,5,LINCOLN,2.9,9,2.079252361,0.14,1,0
59,-97.38291,35.64972,4.604,OKLAHOMA,1.7,7,9.43955815,0.01,0.24,0
60,-97.74944,36.83251,5,GRANT,1.8,7,0.550178738,0.01,0.28,2
61,-96.93169,35.80736,5,LINCOLN,2.3,3,2.698091223,0.04,0.5,0
62,-97.30503,36.12683,5,PAYNE,1.7,7,3.895516421,0.01,0.25,0
63,-97.00067,36.09478,5,PAYNE,2.3,3,1.844724801,0.04,0.5,0
64,-98.0146,36.98385,5,GRANT,1.9,9,6.520825685,0.02,0.32,0
65,-97.39162,35.65005,3.971,OKLAHOMA,2,7,8.670886794,0.02,0.32,0
66,-97.41177,35.65667,5,OKLAHOMA,2.2,7,6.718037076,0.03,0.45,0
67,-97.40427,35.59465,6.31,OKLAHOMA,1.8,7,6.403223348,0.01,0.32,0
68,-97.37833,35.59716,6.407,OKLAHOMA,1.5,7,6.619334666,0.01,0.23,0
69,-96.77044,35.5295,3.206,LINCOLN,3.4,3,3.475603341,0.4,1.42,0
70,-97.31293,36.12318,5,PAYNE,1.9,7,3.194035696,0.02,0.32,0
71,-97.31474,36.12717,5,PAYNE,2.9,7,3.025118852,0.14,1,0
72,-97.29501,35.88223,5,LOGAN,2.9,7,9.504517115,0.14,1,0
73,-96.50697,35.44814,5,OKFUSKEE,2.2,3,3.800873095,0.03,0.45,0
74,-97.29572,35.85773,15.968,LOGAN,1.5,7,9.920498621,0.01,0.36,0
75,-97.28674,35.88402,5,LOGAN,2.1,7,8.737872658,0.03,0.4,0
76,-97.42516,35.72142,4.644,OKLAHOMA,2.3,7,7.654951181,0.04,0.48,0
77,-97.42679,35.73139,3.544,LOGAN,1.9,7,8.357759095,0.02,0.27,0
78,-97.42979,35.72181,2.883,OKLAHOMA,2.2,7,7.404400836,0.03,0.34,0
79,-96.93376,35.81838,2.663,LINCOLN,3,3,2.891299276,0.17,0.82,0
80,-97.80157,36.79917,5,GRANT,1.7,7,1.624623002,0.01,0.25,0
81,-97.42776,35.73996,5.697,LOGAN,1.7,7,7.404354186,0.01,0.27,0
82,-96.48618,35.37643,5,SEMINOLE,2.8,3,1.975940742,0.11,0.89,0
83,-96.94128,35.80883,5,LINCOLN,1.5,3,1.863547199,0.01,0.2,0
84,-96.94998,36.28777,5,NOBLE,1.6,3,3.644606815,0.01,0.22,0
85,-97.41861,35.58169,5,OKLAHOMA,1.7,7,4.557586539,0.01,0.25,0
86,-96.80444,35.89025,4.01,LINCOLN,2.6,3,1.984703219,0.08,0.63,0
87,-96.7422,35.56094,5,LINCOLN,2.4,9,0.48865015,0.05,0.56,2
88,-96.80056,35.88263,5,LINCOLN,1.5,3,2.892483454,0.01,0.2,0
89,-97.43769,35.71657,4.474,OKLAHOMA,1.8,7,6.497079678,0.01,0.27,0
90,-96.75356,35.5517,5,LINCOLN,2.6,3,0.600200339,0.08,0.71,1
91,-97.41328,35.72668,4.549,LOGAN,1.9,7,8.828181964,0.02,0.3,0
92,-97.82146,34.93591,15.735,GRADY,2.1,7,1.541184929,0.03,0.71,0
93,-97.36892,35.59747,5.65,OKLAHOMA,1.3,7,5.915973247,0,0.17,0
94,-96.80004,35.88368,5,LINCOLN,2.3,3,2.793397441,0.04,0.5,0
95,-97.64089,36.79671,5,GRANT,2.1,7,0.539560212,0.03,0.4,4
96,-97.38623,35.5974,5.096,OKLAHOMA,1.5,7,7.260033947,0.01,0.2,0
97,-97.47807,35.75183,6.755,LOGAN,2.1,7,4.672393833,0.03,0.46,0
98,-98.3093,36.90848,3.611,ALFALFA,1.9,9,1.468101997,0.02,0.27,0
99,-97.3459,35.96384,5,LOGAN,2.1,7,1.47883321,0.03,0.4,0
100,-98.31237,36.65511,5,ALFALFA,1.8,7,3.675902089,0.01,0.28,0
101,-98.3575,36.82172,5,ALFALFA,2.3,9,1.812590608,0.04,0.5,1
102,-98.30191,36.7128,5,ALFALFA,2.6,9,1.527391158,0.08,0.71,0
103,-98.3558,36.80259,5,ALFALFA,1.9,9,3.738638637,0.02,0.32,0
104,-98.30321,36.7175,5,ALFALFA,2,9,1.588574943,0.02,0.35,0
105,-97.52885,34.63992,5,GARVIN,1.6,7,3.947054098,0.01,0.22,0
106,-97.12087,35.85747,5.842,LINCOLN,1.4,7,2.07613378,0.01,0.19,0
107,-97.83508,36.57424,5,GARFIELD,2.2,7,1.937659316,0.03,0.45,0
108,-97.0549,36.45443,5,NOBLE,1.7,3,7.218187506,0.01,0.25,0
109,-96.70197,35.77043,5,LINCOLN,1.8,3,5.078443716,0.01,0.28,0
110,-97.56408,35.74201,5,LOGAN,1.7,9,1.220600656,0.01,0.25,0
111,-97.55267,35.74176,5,LOGAN,1.7,7,0.40545867,0.01,0.25,3
112,-96.89465,36.04736,5,PAYNE,1.8,3,0.276135388,0.01,0.28,5
113,-96.93444,35.80431,5,LINCOLN,1.5,3,2.350269784,0.01,0.2,0
114,-97.17561,36.39281,5,NOBLE,1.6,7,6.670469161,0.01,0.22,0
115,-97.95073,36.80064,5,GRANT,1.8,9,4.495655966,0.01,0.28,0
116,-97.97727,36.86816,5,GRANT,1.9,9,3.974170655,0.02,0.32,0
117,-97.37668,36.66899,11.199,KAY,2,9,2.214942579,0.02,0.53,0
118,-97.00484,35.36274,5,POTTAWATOMIE,1.8,9,5.483170894,0.01,0.28,0
119,-96.9118,35.4507,5,POTTAWATOMIE,2.1,3,4.881488743,0.03,0.4,0
120,-98.38103,36.79051,5,ALFALFA,1.9,9,3.376552533,0.02,0.32,0
121,-97.38889,35.59379,6.592,OKLAHOMA,2.3,7,7.065336822,0.04,0.57,0
122,-98.3462,36.78182,5,ALFALFA,1.7,9,1.59649435,0.01,0.25,0
123,-96.99796,36.32404,5,NOBLE,2.8,3,5.160115978,0.11,0.89,0
124,-96.72859,36.17436,5,PAWNEE,2.2,3,1.351262056,0.03,0.45,0
125,-97.98299,36.48921,5,GARFIELD,1.9,7,3.712197322,0.02,0.32,0
126,-97.31187,36.0722,5,PAYNE,1.9,7,5.000834443,0.02,0.32,0
127,-97.20855,36.00785,0.023,PAYNE,1.6,7,1.163087503,0.01,0.02,0
128,-97.32841,36.06612,5,PAYNE,2,7,4.001582318,0.02,0.35,0
129,-97.94444,36.68919,4.825,GRANT,1.4,9,1.978297795,0.01,0.17,0
130,-97.71709,36.63389,5,GRANT,1.8,7,1.346897518,0.01,0.28,0
131,-97.73268,36.70968,5,GRANT,2.3,9,5.359644472,0.04,0.5,0
132,-97.83344,36.58227,5,GARFIELD,2,7,1.316766732,0.02,0.35,0
133,-97.17395,35.61732,5.714,OKLAHOMA,1.9,7,5.847242496,0.02,0.34,0
134,-97.82623,36.5904,5,GARFIELD,2.3,7,0.863068794,0.04,0.5,1
135,-97.17815,35.60617,5,OKLAHOMA,1.9,7,5.520051586,0.02,0.32,0
136,-97.14913,35.60909,2.702,OKLAHOMA,2.6,7,3.572738221,0.08,0.52,0
137,-96.51214,35.44145,5,OKFUSKEE,1.5,9,2.921878193,0.01,0.2,0
138,-96.97878,35.41158,5,POTTAWATOMIE,1.4,3,7.656970452,0.01,0.18,0
139,-96.94576,35.75067,5,LINCOLN,1.7,3,0.167998022,0.01,0.25,5
140,-96.94904,36.38949,5,PAWNEE,2.5,3,3.345060257,0.06,0.63,0
141,-96.72669,35.52228,2.115,LINCOLN,1.8,3,4.044539625,0.01,0.18,0
142,-97.71957,36.93369,5,GRANT,2.3,7,2.818813113,0.04,0.5,0
143,-97.69279,36.65291,5,GRANT,2.4,9,4.053514886,0.05,0.56,0
144,-96.88985,36.13837,5,PAYNE,2.8,3,1.981149769,0.11,0.89,0
145,-97.05322,36.02542,10.231,PAYNE,1.5,7,1.94450455,0.01,0.29,0
146,-98.31248,36.71257,2.97,ALFALFA,1.9,9,0.604917399,0.02,0.24,1
147,-96.74129,36.16522,6.854,PAWNEE,1.8,3,0.900307678,0.01,0.33,1
148,-96.50481,35.43193,5,OKFUSKEE,2.3,9,2.198674766,0.04,0.5,0
149,-97.68843,36.6506,4.466,GRANT,2.4,9,4.063192506,0.05,0.53,0
150,-96.73266,36.16,6.666,PAWNEE,2.1,3,0.832153041,0.03,0.46,1
151,-97.11952,35.67191,5,LINCOLN,2.2,7,1.563594832,0.03,0.45,1
152,-96.73396,36.16041,9.243,PAWNEE,1.9,3,0.944918017,0.02,0.43,0
153,-98.6966,36.78178,5,WOODS,2.7,9,4.627424425,0.09,0.79,0
154,-96.74125,36.16375,5,PAWNEE,2.2,3,1.060768745,0.03,0.45,1
155,-97.19616,36.13966,5,PAYNE,1.9,11,6.583862879,0.02,0.32,0
156,-97.42223,35.61805,7.033,OKLAHOMA,1.5,7,8.163085537,0.01,0.24,0
157,-97.38374,35.5953,4.143,OKLAHOMA,1.5,7,6.953317101,0.01,0.18,0
158,-97.33247,35.62281,5.746,OKLAHOMA,1.2,7,6.360569955,0,0.15,0
159,-97.08395,35.67848,2.784,LINCOLN,2.1,9,4.503806725,0.03,0.3,0
160,-97.30516,35.89017,5,LOGAN,2.4,7,8.744983398,0.05,0.56,0
161,-97.35834,35.68689,5,OKLAHOMA,1.5,7,11.46033613,0.01,0.2,0
162,-97.37655,35.59692,5.655,OKLAHOMA,1.7,7,6.46663133,0.01,0.27,0
163,-97.03036,36.09752,5,PAYNE,2.4,9,2.534621679,0.05,0.56,0
164,-97.03008,36.10225,3.622,PAYNE,2.8,3,2.710374965,0.11,0.76,0
165,-97.43038,35.72106,4.621,OKLAHOMA,2.3,7,7.306468832,0.04,0.48,0
166,-97.05482,36.00088,4.648,PAYNE,2.6,9,1.454002127,0.08,0.68,0
167,-97.05359,36.00211,4.911,PAYNE,2.6,9,1.279402091,0.08,0.7,0
168,-97.77923,35.12049,16.264,GRADY,1.7,7,1.369667483,0.01,0.45,0
169,-97.40656,35.58347,6.778,OKLAHOMA,1.6,7,5.213156958,0.01,0.26,0
170,-97.37614,35.59332,4.916,OKLAHOMA,1.7,7,6.240132995,0.01,0.25,0
171,-97.03812,36.12587,5,PAYNE,1.8,3,4.063313579,0.01,0.28,0
172,-96.17922,35.10973,2.54,HUGHES,3.1,3,0.861418874,0.21,0.9,0
173,-97.37453,35.59711,6.425,OKLAHOMA,2.3,7,6.32068711,0.04,0.57,0
174,-97.29404,36.1455,5,PAYNE,2.5,9,1.907902619,0.06,0.63,0
175,-96.97308,36.17345,5,PAYNE,2.4,3,4.156370421,0.05,0.56,0
176,-97.30711,36.13837,4.306,PAYNE,2.8,9,2.936497649,0.11,0.83,0
177,-96.91724,35.94941,5,PAYNE,2.6,3,2.530806728,0.08,0.71,0
178,-97.99187,36.89489,5,GRANT,2.4,7,2.056387728,0.05,0.56,0
179,-97.30859,36.14712,5,PAYNE,2.3,9,2.338724964,0.04,0.5,0
180,-97.37037,35.59186,5.425,OKLAHOMA,2,7,5.702512259,0.02,0.37,0
181,-95.32537,36.60358,3.723,CRAIG,2.4,3,2.065928525,0.05,0.48,0
182,-96.7948,36.14403,5,PAYNE,1.5,3,1.773933533,0.01,0.2,0
183,-97.37753,35.5925,5.998,OKLAHOMA,2.1,7,6.31126154,0.03,0.44,0
184,-97.40057,35.59554,5,OKLAHOMA,1.4,7,6.647899511,0.01,0.18,0
185,-97.84811,36.61311,5,GRANT,1.8,7,2.434490096,0.01,0.28,0
186,-98.05991,35.57933,16.501,CANADIAN,2.8,9,0.881408722,0.11,1.62,0
187,-96.90867,35.95464,7.709,PAYNE,2,9,3.016280983,0.02,0.44,0
188,-96.90553,35.94052,6.94,LINCOLN,1.7,9,1.870021161,0.01,0.3,0
189,-97.77493,36.60673,6.373,GRANT,1.8,7,1.874945547,0.01,0.32,0
190,-97.50259,35.7536,6.521,LOGAN,1.2,7,4.485986077,0,0.16,0
191,-97.38941,35.59954,6.267,OKLAHOMA,3,7,7.557455753,0.17,1.25,0
192,-97.38571,35.59218,5.307,OKLAHOMA,2.1,7,6.96930199,0.03,0.41,0
193,-97.38142,35.59569,5.771,OKLAHOMA,2,7,6.785898975,0.02,0.38,0
194,-97.38988,35.59451,5,OKLAHOMA,1.8,7,7.075651093,0.01,0.28,0
195,-97.39108,35.59028,6.467,OKLAHOMA,1.7,7,6.63496427,0.01,0.29,0
196,-97.2875,36.15916,5,PAYNE,1.9,7,0.936255593,0.02,0.32,0
197,-98.04825,35.59238,5,CANADIAN,1.7,9,1.310445019,0.01,0.25,0
198,-97.37672,35.60829,6.371,OKLAHOMA,0.8,7,7.203164831,0,0.1,0
199,-96.90755,35.9437,5,PAYNE,1.3,3,2.08827002,0,0.16,0
200,-98.062,35.56754,5,CANADIAN,1.4,7,1.30559215,0.01,0.18,0
201,-96.91704,35.94461,5,PAYNE,2,3,1.996588216,0.02,0.35,0
202,-96.9111,35.94458,5,PAYNE,3,3,2.069515253,0.17,1.12,0
203,-96.90702,35.94107,5,LINCOLN,3.2,3,1.850132875,0.26,1.41,0
204,-96.91248,35.95004,5,PAYNE,2.1,3,2.636677095,0.03,0.4,0
205,-96.91559,35.9431,5,PAYNE,2.3,3,1.834716167,0.04,0.5,0
206,-96.88206,36.13606,5,PAYNE,1.4,3,2.721798092,0.01,0.18,0
207,-97.40167,35.69139,3.946,OKLAHOMA,1.3,9,7.733179108,0,0.14,0
208,-97.37733,35.59148,6.669,OKLAHOMA,1,7,6.245623646,0,0.13,0
209,-96.85768,36.10222,5,PAYNE,1.6,3,1.675086635,0.01,0.22,0
210,-96.40983,35.1274,5,HUGHES,1.9,3,0.956520309,0.02,0.32,0
211,-97.82132,36.97874,11.318,GRANT,1.5,7,1.428332318,0.01,0.3,0
212,-97.37331,35.59546,6.334,OKLAHOMA,1.4,7,6.13144259,0.01,0.2,0
213,-97.37373,35.59335,6.501,OKLAHOMA,1,7,6.048952117,0,0.13,0
214,-97.39116,36.69802,5,KAY,1.9,7,1.190900188,0.02,0.32,1
215,-97.3955,36.10432,5,LOGAN,1.7,9,0.859955125,0.01,0.25,0
216,-96.72884,36.2123,5,PAWNEE,2.2,3,1.255926664,0.03,0.45,0
217,-96.90783,35.93496,5,LINCOLN,2,3,1.255457591,0.02,0.35,0
218,-96.81062,36.08955,5,PAYNE,1.4,3,0.218910559,0.01,0.18,3
219,-97.31455,36.13362,5,PAYNE,1.8,7,2.853896038,0.01,0.28,0
220,-98.36443,36.81179,5,ALFALFA,1.5,9,3.02930549,0.01,0.2,0
221,-98.3703,36.79899,5,ALFALFA,2,9,3.645493211,0.02,0.35,0
222,-96.9153,35.94703,5.769,PAYNE,3.2,3,2.272884175,0.26,1.52,0
223,-97.05521,36.14477,5,PAYNE,1.9,9,3.645919061,0.02,0.32,0
224,-97.38464,35.59615,5.184,OKLAHOMA,1.7,7,7.068558375,0.01,0.26,0
225,-96.65716,34.04816,5,MARSHALL,1.8,4,0.855938439,0.01,0.28,1
226,-96.48251,35.36143,5,SEMINOLE,1.5,9,1.568430053,0.01,0.2,0
227,-95.8812,34.69891,5,PITTSBURG,2.6,3,2.084117408,0.08,0.71,0
228,-97.19575,35.98275,3.676,PAYNE,2.7,7,0.699747505,0.09,0.68,3
229,-98.20805,36.6532,8.282,ALFALFA,3.1,7,3.549065423,0.21,1.62,0
230,-97.30558,35.14898,15.323,CLEVELAND,2.2,7,2.76790674,0.03,0.78,0
231,-98.52717,36.65065,5,ALFALFA,2.5,9,0.5053847,0.06,0.63,2
232,-96.50436,35.47411,5,OKFUSKEE,2.9,3,4.430825437,0.14,1,0
233,-97.31332,35.17696,6.314,CLEVELAND,2.3,7,5.135200255,0.04,0.56,0
234,-96.91853,36.15616,5,PAYNE,2,3,1.109862093,0.02,0.35,0
236,-97.66538,36.63812,5,GRANT,1.7,7,4.904834566,0.01,0.25,0
237,-97.72713,36.9339,8.438,GRANT,1.8,7,2.524792606,0.01,0.37,0
238,-97.3673,35.59433,5,OKLAHOMA,2.1,7,5.60145089,0.03,0.4,0
239,-97.37698,35.59041,5,OKLAHOMA,1.6,7,6.166762428,0.01,0.22,0
240,-97.37112,35.59803,4.825,OKLAHOMA,1.8,7,6.115857497,0.01,0.28,0
241,-97.2281,35.81331,5,LOGAN,2.2,7,4.49437054,0.03,0.45,0
242,-97.22194,35.80902,3.092,LOGAN,2.3,7,4.157173071,0.04,0.39,0
243,-97.37879,35.59253,5,OKLAHOMA,2.5,7,6.415266625,0.06,0.63,0
244,-97.9548,36.5978,5,GRANT,2.7,7,1.688750684,0.09,0.79,0
245,-97.07618,35.80459,5,LINCOLN,2,7,3.558172744,0.02,0.35,0
246,-96.84521,36.07407,5,PAYNE,2.2,3,1.248848807,0.03,0.45,0
247,-96.83985,36.0771,5,PAYNE,2.1,3,0.837361215,0.03,0.4,0
248,-97.34273,36.39763,5,NOBLE,2.6,7,1.836761879,0.08,0.71,0
249,-98.34548,36.82979,5,ALFALFA,1.5,9,1.207299693,0.01,0.2,2
250,-97.3827,35.59381,5.722,OKLAHOMA,1.3,7,6.796008264,0,0.17,0
251,-97.61517,36.61858,5,GRANT,1.6,7,4.053307877,0.01,0.22,0
252,-97.84019,36.60537,5,GRANT,2.2,9,1.350525382,0.03,0.45,0
253,-97.19524,35.69991,5,OKLAHOMA,1.5,7,1.315581956,0.01,0.2,0
254,-96.96776,36.27426,5,NOBLE,1.4,3,5.605494383,0.01,0.18,0
255,-97.38,35.59513,5.653,OKLAHOMA,2,7,6.643105681,0.02,0.38,0
256,-96.98738,36.59798,5,OSAGE,1.7,9,8.228231437,0.01,0.25,0
257,-98.06353,35.66417,5,CANADIAN,1.5,7,2.793466825,0.01,0.2,0
258,-96.98915,35.40467,5,POTTAWATOMIE,1.4,7,7.572347013,0.01,0.18,0
259,-98.0517,36.67785,5,GRANT,1.4,7,4.644136089,0.01,0.18,0
260,-97.36611,35.59509,6.455,OKLAHOMA,2,7,5.556988382,0.02,0.4,0
261,-97.42011,36.22268,5,NOBLE,2.6,7,3.691855431,0.08,0.71,0
262,-98.11736,35.56811,5,CANADIAN,1.6,7,1.370240965,0.01,0.22,0
263,-97.35132,35.48246,6.474,OKLAHOMA,2.6,7,1.420122619,0.08,0.8,0
264,-96.86639,36.24633,5,PAYNE,1.6,3,3.613401581,0.01,0.22,0
265,-97.3746,35.48619,7.987,OKLAHOMA,1.8,7,1.640811056,0.01,0.36,0
266,-97.36712,35.48239,7.74,OKLAHOMA,1.5,7,0.934981501,0.01,0.25,0
267,-98.23844,36.63243,5,ALFALFA,1.7,7,3.465527369,0.01,0.25,0
268,-97.77686,36.82859,5,GRANT,1.7,9,2.447365618,0.01,0.25,0
269,-97.3101,36.12856,5,PAYNE,3,7,3.453061114,0.17,1.12,0
270,-97.38061,35.492,10.694,OKLAHOMA,1.2,7,1.760183596,0,0.21,0
271,-97.49671,36.61375,5,GRANT,2,7,5.555101255,0.02,0.35,0
272,-96.49204,35.33434,5,SEMINOLE,1.3,3,1.428695188,0,0.16,0
273,-97.29591,35.57493,6.171,OKLAHOMA,1.3,9,1.916198966,0,0.18,0
274,-97.47585,35.10803,14.569,MCCLAIN,1.6,9,1.505226675,0.01,0.38,0
275,-98.30295,36.70083,5,ALFALFA,1.9,9,1.786595361,0.02,0.32,0
276,-98.28559,36.73097,5,ALFALFA,1.9,9,3.730375124,0.02,0.32,0
277,-98.28671,36.72055,5,ALFALFA,1.3,9,3.070095152,0,0.16,0
278,-98.29507,36.70385,5,ALFALFA,1.5,9,2.248784168,0.01,0.2,0
279,-98.32401,36.99648,5,ALFALFA,1.4,7,5.900902758,0.01,0.18,0
280,-97.81459,36.56408,5,GARFIELD,1.6,7,3.742041897,0.01,0.22,0
281,-97.30327,35.54661,5.018,OKLAHOMA,1.8,9,2.552882458,0.01,0.28,0
282,-97.67584,36.78654,5,GRANT,1.9,7,2.759063474,0.02,0.32,0
283,-97.61147,36.9176,14.018,GRANT,2,7,5.826218382,0.02,0.59,0
284,-97.61416,36.92104,14.515,GRANT,2.1,7,5.904060694,0.03,0.68,0
285,-96.93892,36.29712,5,NOBLE,2.1,3,2.512143371,0.03,0.4,0
286,-97.29786,35.93541,5,LOGAN,1.7,7,4.031516772,0.01,0.25,0
287,-97.94623,36.56106,5,GARFIELD,2.1,7,3.794977979,0.03,0.4,0
288,-97.75034,36.83609,10.649,GRANT,3.5,7,0.160609245,0.5,2.91,4
289,-98.43741,36.52582,5,ALFALFA,1.4,9,2.55068605,0.01,0.18,0
290,-98.12283,36.70922,5,ALFALFA,1.9,9,3.282384737,0.02,0.32,0
291,-97.58875,36.92543,12.146,GRANT,2.5,7,7.962547905,0.06,0.98,0
292,-97.57927,36.93986,5,GRANT,1.7,7,9.614028534,0.01,0.25,0
293,-97.58567,36.85522,5,GRANT,1.6,7,7.232678046,0.01,0.22,0
294,-97.62404,36.92412,13.495,GRANT,1.7,7,5.577773453,0.01,0.41,0
295,-97.43211,35.66647,5,OKLAHOMA,1.2,7,4.70215923,0,0.14,0
296,-96.89964,35.96378,5,PAYNE,1.4,3,2.073918904,0.01,0.18,0
297,-97.55055,36.94679,5,GRANT,2.6,7,11.12816145,0.08,0.71,0
298,-97.16677,35.95804,5.035,PAYNE,1.6,9,1.635207568,0.01,0.22,0
299,-97.08807,36.068,5,PAYNE,2.3,7,3.888555312,0.04,0.5,0
300,-97.98904,36.89331,12.952,GRANT,2.1,9,1.935879369,0.03,0.64,0
301,-97.27773,35.59081,5,OKLAHOMA,1.3,9,4.257435973,0,0.16,0
302,-97.37119,35.59059,6.522,OKLAHOMA,1.5,7,5.702757223,0.01,0.23,0
303,-98.29491,36.74639,4.449,ALFALFA,3.3,9,2.739556983,0.33,1.49,0
304,-97.21796,36.32029,5,NOBLE,1.9,7,2.197310173,0.02,0.32,0
305,-97.68816,36.94236,5,GRANT,2.1,7,4.463257918,0.03,0.4,0
306,-97.53548,36.95367,10.819,GRANT,2,7,10.40254268,0.02,0.52,0
307,-97.07233,36.03662,5,PAYNE,2,7,1.560847715,0.02,0.35,0
308,-97.07111,36.03569,5,PAYNE,2,7,1.589855684,0.02,0.35,0
309,-97.217,36.15734,5,PAYNE,2.7,11,4.246691206,0.09,0.79,0
310,-97.07567,36.03583,5,PAYNE,2.6,7,1.275841359,0.08,0.71,0
311,-98.27795,36.76269,5,ALFALFA,2.1,9,3.00099987,0.03,0.4,0
312,-97.37906,35.59478,5.917,OKLAHOMA,1.9,7,6.54965048,0.02,0.34,0
313,-96.54386,35.43987,5,SEMINOLE,1.9,9,2.505803817,0.02,0.32,0
314,-97.06766,36.04277,5.684,PAYNE,2.3,7,1.715941256,0.04,0.53,0
315,-98.03485,36.7611,5,GRANT,1.1,9,3.672378937,0,0.13,0
316,-97.14958,36.30806,3.578,NOBLE,2,7,4.415337657,0.02,0.3,0
317,-97.89659,36.99282,5.299,GRANT,1.4,7,4.84921358,0.01,0.18,0
